Hugo_Symbol,count
SLCO3A1,7
SLC17A2,7
TRIB2,7
SLC16A14,7
ACRBP,7
ACSL4,7
SYTL3,7
WASF1,7
GLI1,7
PCED1B,7
GABRR3,7
OR10G4,7
PCDHB3,7
WNT2B,7
NOD1,7
MMS19,7
OR14I1,7
LMO7,7
KCNA6,7
OR4C12,7
MINK1,7
ASNSD1,7
ZMAT1,7
SGK1,7
ZNF181,7
MKNK2,7
MOCOS,7
EP400NL,7
FOXN1,7
ADCY4,7
FAM169A,7
ADH5,7
BCAR1,7
AXL,7
MFSD6,7
ZNF816,7
ATP2C1,7
AQR,7
CHST15,7
LRP5,7
ESF1,7
PM20D1,7
PLXDC2,7
PLEKHA4,7
ADRBK1,7
CD200R1,7
ULK1,7
PLCD4,7
UQCRC2,7
PBX2P1,7
GP2,7
IL13RA2,7
ZNRF3,7
BBS10,7
FLT1,7
CREB3L3,7
FBXL2,7
DDX58,7
EGFL6,7
ESYT3,7
EXOC7,7
DEPDC4,7
SF3B4,7
ZRSR1,7
CCDC171,7
ATP12A,7
SIN3B,7
STRA6,7
TRIM34,7
LILRA2,7
DDX5,7
RGL2,7
KLHL6,7
ITGB1,7
ACTL9,7
RASGRF2,7
SATB2,7
WISP2,7
SLC30A9,7
GAS2L3,7
GLCE,7
KBTBD10,7
RBM25,7
SLC41A1,7
NT5C1B,7
DAB2,7
DCTN2,7
SH3D19,7
FLT3,7
MANBA,7
RRNAD1,7
TMEM151B,7
RHOT1,7
CHRM2,7
TCHHL1,7
CEP78,7
PCDHGA9,7
OR2T27,7
TMEM63B,7
DISP2,7
CNBD1,7
SLC24A1,7
MAP3K9,7
LRRN2,7
LIG1,7
INHBA,7
PSG1,7
NPAP1,7
HCN4,7
TAAR2,7
KIAA0528,7
ASMTL,7
FBXW2,7
GTPBP4,7
RBM14,7
ADAMTS1,7
SCMH1,7
PRDM16,7
PADI3,7
OR10J1,7
SLITRK5,7
STAC,7
TAF4B,7
TCTN2,7
ZNF76,7
TIMM44,7
ZNF572,7
ZFAND4,7
WDR76,7
YTHDF1,7
ZNF726,7
ZSWIM6,7
TSNAXIP1,7
WDR62,7
IL12RB1,7
SNX19,7
CEP68,7
CHFR,7
CCDC63,7
ZNF749,7
OSBPL3,7
HIF3A,7
PAXIP1,7
PLXNB1,7
C3P1,7
DIS3L2,7
FYB,7
KIF19,7
PRPF3,7
GALNT9,7
NLRP4,7
NRG3,7
AXDND1,7
YY1AP1,7
POLD1,7
XRCC4,7
HSPA8,7
UGT8,7
TEX14,7
MAVS,7
PLBD2,7
C12orf36,7
ZP2,7
GPR161,7
ZFYVE19,7
VPS11,7
AVIL,7
PAG1,7
TTC18,7
PHF16,7
GDF9,7
C3orf52,7
C1orf114,7
BMP2K,7
BICC1,7
TOP2B,7
FNDC4,7
LPO,7
ARAF,7
MNDA,7
VWA7,7
ZNF705G,7
GRID2IP,7
ATG16L1,7
SYT17,7
OR11H12,7
PRDM14,7
PTGIS,7
TSSK1B,7
ZZZ3,7
GPR50,7
CCT3,7
CAPN3,7
ZBTB22,7
MYBPC3,7
SLC46A3,7
OR2L8,7
APLP1,7
IQCG,7
ZNF333,7
SSH2,7
GABRA1,7
SMEK2,7
PTHLH,7
ANO6,7
C11orf63,7
LRRTM4,7
NFKB1,7
HMGCR,7
BRD1,7
SLC9A6,7
TTBK1,7
ZNF43,7
BTNL3,7
BEND2,7
ARHGEF6,7
GPR113,7
SENP1,7
PFKP,7
PIGR,7
KIAA1211L,7
PLEKHM1,7
CDH7,7
UMOD,7
TRIM13,7
GCFC1,7
GOLGA2P5,7
CUX2,7
HNF1A,7
KIAA1841,7
LINGO4,7
LMAN1L,7
SGSM3,7
SBNO2,7
OR4N4,7
PPP1R21,7
KIAA1199,7
KANK4,7
PROM1,7
FAM22D,7
RBMS3,7
COPG1,7
RIN3,7
SLC16A2,7
ZNF618,7
SLC9A8,7
TBC1D5,7
VWCE,7
UGT2B4,7
UBE4A,7
FGF23,7
FIGN,7
EPHB4,7
PDXDC1,7
AP2A1,7
DCAF8L1,7
EXT2,7
IL17RD,7
TP53BP2,7
TEC,7
ZNF528,7
ZNF546,7
PRAMEF1,7
RABEP1,7
SAP130,7
PRPF38B,7
GALNT13,7
PRAME,7
AXIN2,7
OR10H4,7
NPFFR2,7
MUM1L1,7
CAND2,7
CC2D2A,7
MED15,7
CDH16,7
CKAP2L,7
CYP4B1,7
FAM91A1,7
ITGA7,7
TLR1,7
HS3ST2,7
CD9,7
UFL1,7
CCNT1,7
CCDC82,7
OR7C1,7
AKAP1,7
COL15A1,7
STRN3,7
PDE4C,7
SPATA21,7
BMS1P4,7
RNF214,7
SLC35F1,7
PHTF2,7
LONRF2,7
ILF2,7
GPR101,7
R3HDM2,7
THSD4,7
STRN,7
FAM153B,7
MRPS27,7
TAF2,7
MTMR12,7
KCNV1,7
RUFY3,7
NOL8,7
OR2T8,7
MTRR,7
LRRC43,7
AGRN,7
TAF5L,7
ABCA2,7
SLC26A5,7
ARHGAP23,7
DSTYK,7
PRSS35,7
PPEF2,7
GDPD2,7
ZNF283,7
LZTS1,7
MAB21L1,7
JAK2,7
INPP5J,7
IFI35,7
RASGRP4,7
THAP9,7
GLUL,7
EPB41L1,7
ATG4A,7
ARHGAP20,7
CCDC112,7
ANGEL2,7
PCBP2,7
ARHGAP33,7
TLL1,7
RASGEF1C,7
FAM193B,7
ASAP2,7
ADD1,7
ACTRT1,7
KIFC3,7
CARD10,7
APBB3,7
CSRNP3,7
MAP3K11,7
PTBP2,7
FAM86EP,7
CYTH4,7
GK,7
DCAF10,7
RTN3,7
FOXJ2,7
RHOBTB2,7
CEP112,7
ZDHHC11,7
SLC9A1,7
ALCAM,7
TDRD1,7
SAMD4A,7
DPY19L3,7
USP32P1,7
CA11,7
C11orf84,7
ATRNL1,7
RABGGTA,7
DHX37,7
F13B,7
CCIN,7
ALDOA,7
PTPRK,7
VILL,7
APOL2,7
USP11,7
EFCAB7,7
GALNT10,7
GMIP,7
PTPRVP,7
PDIA4,7
MORC4,7
PHEX,7
NPNT,7
OR51B4,7
NR1H3,7
PCDHB5,7
LTN1,7
PNLDC1,7
KDM4B,7
KCNK16,7
TRIM4,7
TRIM29,7
TXNDC16,7
TUBGCP3,7
TRAF4,7
MPEG1,7
SYN2,7
NPAT,7
BAHCC1,7
POC1B,7
SDPR,7
MTMR11,7
MTHFD1L,7
MAN1A1,7
MAMDC2,7
LRRC8D,7
STAM2,7
GBP6,7
RAPGEF1,7
LGI1,7
TNPO1,7
LAMC2,7
POTEI,7
RGS4,7
IWS1,7
IQSEC3,7
PPARGC1B,7
SFPQ,7
SLC4A8,7
ZNF17,7
KLHL13,7
LZTS2,7
GRK1,7
CCDC158,7
PLA2G15,7
TFPI2,7
SPRED1,7
SMEK1,7
MAGEB10,7
SLC38A2,7
CCT8,7
METAP1,7
SCEL,7
GAB2,7
RC3H1,7
PRPF40A,7
GLG1,7
OR10C1,7
TDRD12,7
FUBP3,7
PDE9A,7
EXOC1,7
LRRFIP1,7
PAX5,7
ENTPD5,7
PACS2,7
FAM120A,7
CYSLTR1,7
CLN3,7
SASH1,7
CERCAM,7
LMOD1,7
C16orf62,7
OR6B1,7
PVRL2,7
BFSP1,7
B3GALTL,7
AVPR1B,7
ATG7,7
ZNF586,7
ZSWIM2,7
AGL,7
ALAS1,7
OR2T10,7
FHOD1,7
ABCF2,7
SLC24A3,7
ANO1,7
KCND3,7
THNSL1,7
SLC46A1,7
CD47,7
CREB5,7
FMNL2,7
KIAA0317,7
NR1H4,7
GABRA5,7
ERC2,7
BTNL8,7
CPD,7
GGA1,7
DPEP3,7
FMO4,7
OAS3,7
PUM2,7
F2R,7
ELFN2,7
DPYSL3,7
SENP6,7
DDX27,7
CXorf58,7
CCDC172,7
CPEB1,7
ZNF630,7
CLSPN,7
CLMN,7
CHRNB2,7
GP6,7
CHM,7
MED25,7
TRIM67,7
CDH4,7
CD300LG,7
CCDC146,7
SLCO4C1,7
ZNF496,7
PABPC4,7
CNDP1,7
MAGEB6,7
KANK1,7
MYCT1,7
AP3D1,7
FAM13A,7
ZNF28,7
VRTN,7
ZNF791,7
OR56A1,7
SP4,7
FERD3L,7
FATE1,7
PCSK4,7
HCN1,7
PRICKLE2,7
TOX2,7
WBSCR28,7
PCDHGC4,7
SP1,7
FOXM1,7
FGF18,7
NR6A1,7
CCDC57,7
NEDD4,7
HLF,7
PIK3CD,7
GOLIM4,7
TTC37,7
CDH11,7
SLTM,7
HYAL2,7
PQBP1,7
SCUBE2,7
ETV1,7
MAGEB16,7
ZBTB10,7
DPP4,7
CYHR1,7
DGKB,7
TRPM4,7
SLC22A25,7
GOLGA6L5,7
TMEM132A,7
ZNF347,7
FAM22B,7
NOP14-AS1,7
MYBL2,7
GRIP2,7
ZMIZ1,7
RTN2,7
NPIPL2,7
USP4,7
ZNF473,7
ARHGEF28,7
PHACTR3,7
RABGAP1,7
KCNH3,7
TAS2R16,7
SERPINA12,7
MCF2,7
SLCO1A2,7
C6orf118,7
GIGYF1,7
INPP4A,7
FOXRED1,7
TTC25,7
TSPEAR,7
TTC21B,7
SRRM4,7
CYP26B1,7
PCYT1B,7
NLRP10,7
SRGAP3,7
ZC3H12A,7
MAN1A2,7
SMPD4,7
CCDC87,7
SEMA6C,7
PSMC6,7
PIK3R5,7
CHRNA1,7
PNPLA7,7
ARHGEF19,7
SEMA3D,7
EIF2D,7
GOLGA8G,7
SPATA31J1,7
TRPV6,7
FAM86DP,7
CNPY3,7
SPRY1,7
TROAP,7
ZNF777,7
TBC1D21,7
SLC6A10P,7
CLDN6,7
MAPT,7
OR2T33,7
FBXO24,7
KRTAP10-4,7
TMCC1,7
CROT,7
IL1RL1,7
FOLH1B,7
EPHB3,7
DNM1,7
CORO1C,7
C10orf112,7
PKN1,7
BCL2L11,7
CHAF1A,7
RPS6KA2,7
STAT5B,7
CAST,7
PDE1C,7
PUM1,7
CLEC18B,7
CCDC141,7
CTCFL,7
EBF1,7
EML1,7
CTTNBP2NL,7
LAMC3,7
RNF10,7
CYLC2,7
PPP4R4,7
SCAND3,7
TMEM117,7
ITGB5,7
EBF2,7
KIAA0240,7
DLX5,7
HNRNPH2,7
CBWD1,7
ECEL1,7
TAF3,7
DCAF8L2,7
MKKS,7
SPTY2D1,7
TC2N,7
NDNF,7
MC1R,7
KCNH4,7
HNRNPR,7
TBX18,7
IGSF22,7
SUSD5,7
LRFN2,7
STK33,7
DPP8,7
ALG13,7
CIZ1,7
ACTN1,7
SLC10A4,7
CEP164,7
ANO5,7
TTLL4,7
FOXO4,7
LIPE,7
CYP2C18,7
FAM179A,7
EPS15,7
CHL1,7
ATF6,7
NT5E,7
SYTL4,7
KRTAP4-7,7
USP47,7
ICOSLG,7
HIPK3,7
ARPC2,7
GLE1,7
GDPD4,7
ADAMTS18,7
ZSCAN23,7
NFE2L2,7
KLHL38,7
AP4M1,7
DAGLA,7
EGR1,7
RBM39,7
ZNF366,7
GTPBP8,7
SEC31A,7
FAM127B,7
USP53,7
MED24,7
TRIM6,7
PPM1F,7
LRRN1,7
RPS6KC1,7
HYOU1,7
GPR97,7
PRUNE,7
ZXDC,7
SOCS6,7
SASS6,7
PPARGC1A,7
KLHL24,7
SLC12A6,7
LHX9,7
TREML3P,7
CCDC170,7
MAST3,6
ENG,6
PADI2,6
PALM3,6
ZFPL1,6
LRIT3,6
CASC4,6
RASSF2,6
ESR1,6
UGT1A1,6
PARK2,6
PBXIP1,6
GALNT6,6
HMGCLL1,6
EFHC2,6
SNRK,6
NFATC1,6
SSH3,6
USP29,6
ZSCAN16,6
ZNF668,6
STK11IP,6
VRK3,6
OR4M2,6
SMURF2,6
SHC4,6
SLC36A2,6
GNAZ,6
OR5AK2,6
OR5D14,6
OPHN1,6
CCDC17,6
TAOK3,6
THAP5,6
LMBR1L,6
C9orf96,6
C9,6
RAB6A,6
C7orf10,6
ERAP2,6
RPGRIP1,6
C16orf96,6
C16orf59,6
POLN,6
CELF2,6
OR13J1,6
SYT4,6
PKN3,6
SLC39A7,6
LRFN5,6
TGM5,6
TMCO3,6
HMG20A,6
ZBTB49,6
DYX1C1,6
ZNF239,6
USP43,6
PTDSS1,6
HNRNPD,6
PIGN,6
SERPINA1,6
PIK3C2A,6
API5,6
PCGF6,6
UBQLN4,6
TSPAN12,6
DSG4,6
RPS6KB2,6
GUCY1A2,6
NEUROD6,6
ECM2,6
NHLRC2,6
BUB1B,6
DDR1,6
GALNT11,6
FEZF2,6
KCNH2,6
SLMAP,6
CYP3A7,6
ZBTB8OS,6
SPOP,6
RARS,6
FAM81B,6
ZNF417,6
ARHGEF25,6
NOBOX,6
TEX11,6
COG2,6
EVC,6
KIF5B,6
USP19,6
CCDC138,6
ZNF573,6
ATP1B1,6
ZSCAN21,6
ZNF470,6
CHEK2,6
MUC5AC,6
N4BP2L2,6
CHRNA7,6
CKAP2,6
ZNF506,6
NUMB,6
SPOCK1,6
ATP1A3,6
MEPCE,6
ZBTB33,6
LRRC66,6
TNFRSF21,6
MYNN,6
NAP1L2,6
IFT81,6
ZMPSTE24,6
FAM114A2,6
ACO2,6
GPR42,6
DCAF8,6
GHRHR,6
PNPLA3,6
HIST1H2BB,6
ASB9,6
ZMYND10,6
OR6C70,6
GMEB1,6
USP40,6
SLC38A1,6
CCSAP,6
CYP3A4,6
ENTPD7,6
IGSF8,6
C7orf62,6
EGF,6
SLC22A8,6
PABPC1L,6
APH1A,6
PROM2,6
CAMK2D,6
GUCY2D,6
POU2F1,6
SCD5,6
RFX8,6
HNRNPC,6
RHOXF2,6
OR51A2,6
HIST1H4D,6
ERCC3,6
ARMCX4,6
CLDN18,6
OR2T35,6
SLC25A43,6
GUSBP1,6
HEATR3,6
GREM2,6
HHIPL2,6
ZNF582,6
SLC4A10,6
FERMT2,6
RRN3,6
APPL2,6
GALNT2,6
GSK3A,6
UGP2,6
LATS1,6
ALDH3B2,6
PLK3,6
KRT75,6
ANAPC7,6
KLKB1,6
HIST1H2AH,6
LARP1B,6
EMR1,6
MICALL2,6
ACOT2,6
ACSS2,6
CATSPER3,6
UBN1,6
FCRL4,6
FBXO30,6
SPRTN,6
ATXN7L2,6
ALG10B,6
FAM161A,6
NBPF14,6
DNAJC9,6
PTPN21,6
SUDS3,6
ROPN1B,6
OR6C74,6
ARHGAP9,6
ODF2L,6
CACNA2D1,6
ITFG2,6
UXS1,6
HK1,6
BDKRB2,6
ST5,6
MSL2,6
SARS,6
SLC45A1,6
CSAD,6
PRKAR1A,6
ZNF778,6
SFSWAP,6
NAT9,6
UNC13D,6
HIST2H2AC,6
KCNC3,6
BCL2L13,6
XPA,6
HTR1A,6
PUS10,6
AGAP2,6
TASP1,6
TAOK1,6
ACOT4,6
TNFSF12-TNFSF13,6
DMKN,6
KBTBD12,6
CCNB1,6
CHRM3,6
PREP,6
SYNGAP1,6
WDR69,6
SH3BGR,6
NMT2,6
FCGR2A,6
CCDC15,6
FAM92A1P2,6
AASDH,6
PCED1A,6
THRAP3,6
DNAJB3,6
CRIM1,6
KRTAP10-5,6
ACAD10,6
ACSL6,6
DAK,6
CDCA7,6
CAPS2,6
CTBP2,6
DCAF5,6
FAM131A,6
DYTN,6
TYR,6
FAM83C,6
PCDH20,6
GPD1,6
LAS1L,6
PKNOX2,6
MAP7D2,6
TUBA3FP,6
LSM14B,6
SEC24D,6
HAO1,6
DONSON,6
CHRNA6,6
HOOK3,6
PTPN9,6
TOMM34,6
EML3,6
ATP13A3,6
RASEF,6
COL11A2,6
ENGASE,6
OR7C2,6
WNT5B,6
RGS14,6
GDI1,6
LRIG3,6
NOP58,6
NEURL4,6
TMEM104,6
TCF25,6
WDR81,6
ZNF7,6
DLX6,6
TUFM,6
PLEKHA2,6
MRGPRX1,6
CAMK4,6
SOX6,6
SLCO1B1,6
TACR1,6
WNT16,6
POLRMT,6
CHRND,6
ARMC2,6
SLC5A11,6
ANXA1,6
HERC5,6
GNL3,6
HAAO,6
LRRC70,6
PPAT,6
PRB4,6
ZNF101,6
CCDC50,6
ACSM2B,6
SLC20A2,6
FER,6
GLCCI1,6
TENC1,6
PRKD1,6
SYDE2,6
PREB,6
NLRP14,6
GPR37,6
VSIG4,6
ZFX,6
MTG1,6
OGFR,6
SCFD2,6
PAK6,6
PCDHGC3,6
PI4K2A,6
ILVBL,6
EMC2,6
SLC22A2,6
C6orf10,6
HAUS5,6
COX20,6
ZNF439,6
NOP9,6
PALD1,6
PPP2R4,6
BCKDK,6
DNAJA4,6
CATSPER4,6
GABRG3,6
PPP1R15B,6
PIGA,6
OR13G1,6
TNIP3,6
TNFAIP6,6
GABRB2,6
TNFAIP3,6
TIFA,6
CDHR3,6
THEMIS2,6
TBATA,6
EDDM3A,6
SWI5,6
SEC61A2,6
SEH1L,6
OR7A17,6
PRR21,6
KRTAP10-9,6
STXBP5L,6
PI16,6
FAM20C,6
MSANTD4,6
KLHL31,6
GBAP1,6
FIP1L1,6
FKBP5,6
ATP8A2,6
GRHL3,6
ATP8B4,6
RAD21,6
HSPA14,6
ISLR2,6
G3BP2,6
KIF3C,6
FBXL5,6
COL6A1,6
GPR139,6
MARCH7,6
FAM217B,6
NOX3,6
BMP1,6
PDE11A,6
PLA1A,6
SLC20A1,6
GK2,6
ESR2,6
BLK,6
ERMP1,6
ASPHD2,6
PRR14,6
BTN2A2,6
KIF11,6
OR5R1,6
ALDH3B1,6
ALG5,6
ANO10,6
AURKA,6
NPTXR,6
KCNC2,6
NDUFA1,6
GGT1,6
BRD9,6
JMY,6
EPC2,6
TH1L,6
AP3M1,6
FAM115C,6
ARHGEF10,6
MIR4477A,6
DEF6,6
DIS3,6
HSDL2,6
EDN1,6
HNRNPF,6
EIF3L,6
RASAL1,6
C2orf47,6
ZNF737,6
ZNF804A,6
PPAN-P2RY11,6
KRT28,6
CENPJ,6
OR4F17,6
CD1B,6
ATF3,6
SLC17A6,6
PGR,6
ABHD2,6
PKP2,6
SEMG2,6
LPIN2,6
GAB4,6
CPSF3,6
TRIM58,6
ZNF362,6
C7orf63,6
BUB1,6
HSPA5,6
SPNS1,6
AVL9,6
PRKAA1,6
ZSWIM5,6
RXRG,6
CEP41,6
SLAMF7,6
RPP30,6
DDX60,6
CHST2,6
DQX1,6
C4orf17,6
DPY19L2,6
DNASE1L3,6
SLC38A7,6
SMAD9,6
TAS2R3,6
C5orf54,6
TFDP2,6
SLC9A7,6
DDX31,6
PVRL3,6
CAV1,6
USP37,6
ZBTB43,6
CYP4X1,6
ZBTB6,6
ZFP62,6
CD2AP,6
ZNF268,6
OR51Q1,6
GP5,6
PANK4,6
ACAD9,6
TM7SF3,6
NOS3,6
SRC,6
TMX3,6
TOP1,6
LRCH3,6
LRRC27,6
PGLYRP3,6
MTMR3,6
PRKG1,6
ZNF669,6
SLC28A3,6
TBC1D2B,6
SLAIN1,6
ZNF629,6
TP63,6
OR6K2,6
WDPCP,6
TCEANC,6
SNX13,6
ASIC1,6
TUBB1,6
OR4D11,6
FAM135A,6
MACC1,6
LRP8,6
PPIL2,6
STUB1,6
FAM114A1,6
KRT18,6
CLPX,6
RPAP2,6
ZNF845,6
NEUROD1,6
KRT5,6
SYT2,6
ZNF263,6
GVINP1,6
KIR3DL2,6
ZNF12,6
ZBTB7C,6
ULBP2,6
GGT5,6
BSDC1,6
CD244,6
COLQ,6
DDX18,6
FGD2,6
GPATCH3,6
HDAC9,6
ALS2CR8,6
SLC7A14,6
AHRR,6
TTC39B,6
LIMK2,6
PSG9,6
RAB9B,6
ITPKC,6
PDCD6,6
ELL2,6
SERPINA7,6
SLC12A8,6
SLC45A4,6
DCP1A,6
ADARB2,6
PLCXD2,6
NASP,6
RXRA,6
GLP2R,6
FAM124A,6
KRT83,6
SEMA6D,6
OR2L13,6
PHACTR2,6
MBOAT7,6
ABRA,6
MAP7,6
TAX1BP1,6
SOX10,6
MAEL,6
AMICA1,6
LGI2,6
E2F1,6
MTF2,6
SPATA18,6
STAU1,6
CBX2,6
TRAM1L1,6
RNF103,6
WDR4,6
PIP5K1C,6
BBX,6
CARNS1,6
AARS2,6
HHAT,6
PTCD1,6
KRT85,6
MARCH5,6
MSH2,6
PRKCD,6
MSH4,6
P4HB,6
ABCD3,6
SLC43A3,6
OR10K1,6
ONECUT2,6
SLC18A1,6
SLC45A2,6
CS,6
IFT88,6
CD248,6
ZNF781,6
AGFG2,6
POFUT2,6
IKBKB,6
TRMT1,6
TYW1,6
TP53I3,6
VCX,6
KIAA0408,6
ZBTB17,6
EGR3,6
KLHL9,6
RPL5,6
ZFP37,6
TOP3B,6
TJP2,6
TBC1D15,6
TARBP2,6
IDH1,6
MUC21,6
SPTLC1,6
SPON1,6
SMYD5,6
KPNA5,6
SLC9A9,6
PLEKHB2,6
PIP4K2C,6
TRAF5,6
OR13C9,6
SLC39A6,6
PSMD3,6
SFMBT1,6
MMP9,6
NT5DC3,6
CSTF2T,6
FAM200B,6
GALNT12,6
ITGA2,6
MAPKAP1,6
PARP10,6
PARP3,6
LGSN,6
INTS7,6
STARD3,6
GRIA2,6
RPS5,6
SART3,6
VWA5B1,6
SCARA5,6
KCNQ4,6
USP7,6
OR5P2,6
SNX17,6
C7orf57,6
UBAP1,6
PDXDC2P-NPIPB14P,6
PPHLN1,6
ZNF583,6
CLCN7,6
LDHAL6CP,6
TXNIP,6
POLE3,6
PRKX,6
NFIA,6
IL32,6
MON1B,6
NRG1,6
SATL1,6
PPP1R26,6
PCCA,6
PRDM4,6
AKAP8L,6
OSBPL1A,6
ZNF286B,6
BIRC8,6
GART,6
DRAM1,6
PCCB,6
MN1,6
BCL6B,6
NPEPPS,6
OTX2,6
NDE1,6
PRKCA,6
HEPHL1,6
SLC2A13,6
EPS8L1,6
SGOL2,6
ZNF350,6
DGAT1,6
ANGPTL3,6
CTSF,6
AKAP17A,6
LIN54,6
BANK1,6
DPY19L4,6
SCIN,6
SCARB1,6
RIPK3,6
PRMT2,6
RGS9,6
REL,6
RASA3,6
CXADR,6
MAP2K1,6
SLC2A12,6
PTPN7,6
TPM3,6
TRIM23,6
ASL,6
TMC8,6
RNF6,6
CYP2F1,6
HFM1,6
ZFAT,6
TRIM9,6
ECHDC1,6
SLC40A1,6
XAB2,6
ELOVL5,6
IQCH,6
NHSL1,6
LEPREL1,6
NUDCD1,6
CCDC110,6
HCN3,6
CARD14,6
PHF17,6
GAP43,6
FLJ22184,6
OR1M1,6
NOX4,6
LUZP4,6
ETAA1,6
USP6,6
RPN1,6
C1orf198,6
DHX36,6
EPYC,6
MICALCL,6
HTR3D,6
DGAT2L6,6
LRTM1,6
DDX42,6
ANKRD36BP2,6
ZNF200,6
ARHGEF17,6
C18orf34,6
ADORA1,6
NXF3,6
TIE1,6
TXK,6
HGS,6
ARHGAP40,6
NR4A1,6
HRG,6
TMCO7,6
TSPYL2,6
ABLIM3,6
ARFRP1,6
SREK1,6
DNAJC16,6
SLC44A5,6
NFYC,6
DRD5,6
PLA2G4F,6
IL1R2,6
SLC16A12,6
HIST2H3D,6
ZBED1,6
NPY1R,6
NARG2,6
OR2V1,6
TCTEX1D1,6
GCM2,6
COG5,6
IQUB,6
USP21,6
GFAP,6
SYT9,6
TRIM21,6
SUSD2,6
GLA,6
BTBD1,6
CDCA2,6
NAP1L3,6
SS18,6
ARHGAP39,6
ARHGEF38,6
FBXO17,6
NFATC2,6
HLA-P,6
TLE4,6
BCL11A,6
RCN1,6
VPS8,6
FCAR,6
GANC,6
GPR114,6
PI4KAP1,6
NAMPTL,6
EXTL3,6
FHL1,6
FAAH2,6
ATG9A,6
WDHD1,6
KBTBD8,6
RETSAT,6
DENND1C,6
ZNF148,6
EPB41L4A,6
DTX2P1-UPK3BP1-PMS2P11,6
SORBS3,6
FBL,6
MRPS2,6
FBXO33,6
P2RY13,6
RUNX2,6
SIRT7,6
KRT73,6
STOX1,6
FRMD7,6
GLB1,6
ACPP,6
IQCD,6
ITGB7,6
CXorf23,6
SNTG1,6
PMS2CL,6
NFRKB,6
IQSEC1,6
BCAR3,6
AWAT2,6
INMT,6
ACOXL,6
USP33,6
KIAA0907,6
KIAA1524,6
TMCO4,6
HLX,6
KLC2,6
CLUL1,6
TTLL2,6
SYNJ1,6
LILRA4,6
HEY1,6
DDX4,6
WDR19,6
GLTSCR1,6
HHLA1,6
TMEM63C,6
TAF7L,6
MCHR2,6
GEMIN5,6
CDS2,6
GNE,6
CABYR,6
ADAM33,6
ACRC,6
SETD7,6
TXNDC2,6
GRAMD4,6
RFXANK,6
SLC25A41,6
GRB14,6
GRHPR,6
GRN,6
FLYWCH1,6
NSL1,6
HAL,6
SH2D3A,6
NPLOC4,6
EIF2AK1,6
AGBL5,6
LPPR4,6
CYP11B2,6
ZBTB11,6
UNC45A,6
OR10R2,6
BPIFB1,6
OR11G2,6
OR4B1,6
DHX32,6
ANKRD34C,6
ZNF285,6
TRIM66,6
OR9A4,6
UNC45B,6
THNSL2,6
NUAK2,6
SMYD3,6
STARD10,6
PACS1,6
PDCD6IP,6
PGM5,6
LCTL,6
IL17RC,6
HIST1H3G,6
GRPR,6
FMNL1,6
CTSE,6
SHISA4,6
OPTN,6
SULF1,6
MEF2A,6
MEGF10,6
BTN3A3,6
MMP2,6
MMS22L,6
KIF5A,6
POF1B,6
ADCYAP1R1,6
PPP2R5D,6
PINK1,6
L1TD1,6
MS4A2,6
MTHFR,6
HGF,6
ARHGAP15,6
NCAPH,6
ECM1,6
CC2D1B,6
NRD1,6
ZNF549,6
WDR78,6
NEK8,6
NPR1,6
ZNF677,6
BHLHB9,6
HELQ,6
GBA2,6
ALPK1,6
FCGR1A,6
FANCG,6
ELAVL3,6
DENND4A,6
TRIM64B,6
DCLK2,6
ASB17,6
CSF1,6
ZFYVE16,6
CHST9,6
CDON,6
CA9,6
C2CD2L,6
BAIAP2L1,6
LLGL1,6
MTARC1,6
ZIC3,6
CASKIN2,6
CAT,6
NADSYN1,6
OR5AS1,6
HPS1,6
HSD17B7,6
SEL1L,6
SCYL1,6
SCUBE1,6
EIF2AK3,6
RALBP1,6
PTGER3,6
PIGT,6
RECQL4,6
PCYOX1,6
TSC1,6
CREBRF,6
SLC5A7,6
OR10AG1,6
NISCH,6
GRM6,6
LRRC73,6
LPPR3,6
KIRREL2,6
AATK,6
KAL1,6
ITGA9,6
NCAPG2,6
HIST1H2AK,6
GALNTL6,6
NDST3,6
RNF168,6
PWP2,6
GPAT2,6
DPH2,6
OXCT1,6
ZNF689,6
TLE6,6
TIPIN,6
ORM2,6
NPHP1,6
PRSS53,6
ZBTB24,6
PKN2,6
LRIG1,6
KLC4,6
ITIH5,6
GPATCH4,6
FBXO7,6
EFCAB3,6
CA14,6
FURIN,6
ASB13,6
ZNF330,6
ZNF671,6
FAM86C2P,6
OR2F1,6
DDX49,6
C15orf55,6
ZNF235,6
CCP110,6
RNF216P1,6
PYGM,6
TRPM7,6
OSBPL9,6
HSD17B7P2,6
FRMPD3,6
ESRP1,6
CEACAM18,6
ERN1,6
CHORDC1,6
ZNF441,6
TTC7A,6
CORIN,6
GPR126,6
SCFD1,6
CSF3R,6
PNCK,6
PNMA3,6
CEP70,6
SCML1,6
PODN,6
SLC9A4,6
RGSL1,6
MAGEB3,6
MBIP,6
BMS1,6
ATP13A1,6
ADORA3,6
SEZ6,6
YME1L1,6
SYDE1,6
TSG101,6
CEP63,6
HIST2H2BE,6
A1CF,6
CEACAM20,6
PEAR1,6
OXGR1,6
OR4A5,6
NUP88,6
NECAB1,6
ARAP1,6
EIF3I,6
ALOX15B,6
TMEM120B,6
TRIM60,6
CD96,6
KCNJ16,6
NPHS1,6
KCNC1,6
HMGB3,6
GBP5,6
FSD2,6
AACS,6
FADS1,6
CWC27,6
C17orf28,6
B4GALNT4,6
