Hugo_Symbol,count
SKOR1,10
RBM33,10
ROCK1,10
FHDC1,10
C14orf43,10
RPS6KA3,10
SEL1L3,10
PITRM1,10
PCDH9,10
ZNF415,10
ZNF423,10
ZFR,10
SYNCRIP,10
WASH6P,10
FCHSD1,10
EIF4A2,10
TRIM42,10
PCDHGB7,10
PCDHGA7,10
POLR2B,10
MSL3,10
YSK4,10
NACA,10
MAP4K1,10
PCDHA12,10
ANKRD36B,10
IARS2,10
KIAA0226,10
PCDHA7,10
EHD1,10
EIF4ENIF1,10
ULK4,10
SMO,10
FAM120C,10
C7,10
CASK,10
ALPK2,10
TBCD,10
PDE6A,10
TMC5,10
HPS4,10
BAAT,10
ANKRD31,10
FAM75A6,10
USH1C,10
EEF2K,10
POU2F2,10
KCNQ2,10
SLCO1C1,10
C3orf20,10
KIAA0319,10
CCDC39,10
KCNA4,10
KDM4A,10
TBX22,10
TMPRSS15,10
RBP3,10
CCDC135,10
TRAK1,10
KIAA1107,10
SYNM,10
SMG5,10
CHUK,10
OR4A15,10
ARMCX5,10
SRRT,10
ARID5B,10
AMY2B,10
COL1A1,10
WDR93,10
SYT16,10
EFCAB13,10
CD97,10
ZNF608,10
CLCA2,10
PROX1,10
PRPF4B,10
PARP14,10
KRT1,10
RTTN,10
LIMA1,10
RAB11FIP1,10
SLC5A5,10
MAGEB1,10
ZFYVE28,10
ZFYVE26,10
COL24A1,10
NCKAP1,10
PHLPP2,10
CD72,10
CACNA2D2,10
PLK2,10
NGEF,10
LARP4B,10
NBPF22P,10
CEL,10
MCM4,10
ATP9A,10
ATP6V1B1,10
PCDHB10,10
PLD5,10
C14orf38,10
ADAMTS5,10
SLC35B2,10
ASTN2,10
SMYD1,10
ZNF710,10
ASCC2,10
GAPVD1,10
INSRR,10
ARHGAP30,10
KDM3B,10
SYNRG,10
POTEM,10
SYCP1,10
ABCB10,10
PPFIA1,10
MOV10L1,10
PCDHAC2,10
TTC21A,10
MRC2,10
TTC39A,10
ZNF365,10
WDR35,10
USP8,10
ACTL6B,10
FAM184A,10
ANKS1B,10
ACSM5,10
NEDD4L,10
GPR158,10
VAC14,10
TPH2,10
GYS1,10
TRPC4AP,10
SEC16B,10
EIF2C1,10
WHSC1L1,10
ATXN2L,10
UACA,10
IL1RAP,10
OR5H1,10
ILF3,10
LRRC37A3,10
PHF15,10
LRRD1,10
SEL1L2,10
SDHAP2,10
MCOLN3,10
ATP7B,10
SIM1,10
ARHGEF9,10
HKDC1,10
CYFIP1,10
ECE2,10
MYH3,10
ATHL1,10
SUGP1,10
KIAA1244,10
ITPKB,10
KIAA0319L,10
AOX1,10
ZCCHC11,10
PRDM1,10
ARHGAP11A,10
GORAB,10
DZIP3,10
PPP6R3,10
ADAM15,10
IL1RL2,10
ASAP1,10
IDS,10
IPO8,10
ELMO2,10
ITGB6,10
EXOC4,10
HOOK1,10
TACC1,10
KCTD3,10
IGSF9,10
FAM160A1,10
NOTCH1,10
PPFIBP2,10
ZBED4,10
PIK3C2G,10
DENND5A,10
PMS2,10
SH2B1,10
PALB2,10
SLC1A6,10
CDC5L,10
DENND4C,10
EIF4G3,10
GALNT8,10
ZNF483,10
HSPD1,10
ZFYVE20,10
CUL9,10
TCP10,10
FXR1,10
ABI3BP,10
COL8A1,10
SLC6A16,10
DENND1A,10
GPC5,10
MTMR4,10
CLEC16A,10
PIK3CG,10
DNAJC11,10
PCDHB2,10
NXPE1,10
ELF1,10
OR2T3,10
ALMS1P,10
DCAF6,10
WDR96,10
IL27RA,10
CILP,10
DGCR14,10
ADAMTS14,10
DALRD3,10
NCOR2,10
PCDHB1,10
PCF11,10
AR,10
AKAP3,10
MRE11A,10
HIP1,10
NEK5,10
USP36,10
ZNF217,10
FAM71B,10
ABCG4,10
KCNB1,10
CCPG1,10
RIC8A,10
TMC7,10
BZRAP1,10
CHSY3,10
ACVR2A,10
FGFR1,10
ZNF532,10
DHX30,10
OR8H1,10
HLA-DRB6,10
KIF6,10
FARP2,10
MYO1H,10
ZNF578,10
AGAP7,10
SLFN14,10
ARHGEF10L,10
SELP,10
NUP107,10
UGT1A4,10
TJP1,10
LILRB5,10
KIR2DL4,10
SCLT1,10
ACAN,10
MTMR8,10
SLC9A2,10
MAPKBP1,10
GRIA4,10
C1orf127,10
PLD1,10
ATP8B3,10
TRERF1,10
ZCWPW1,10
CAMTA1,10
C9orf3,10
KSR2,10
ROCK2,10
KCNMA1,10
MDM1,10
RNF111,10
ATP10D,10
TBC1D9B,10
ZNF229,10
TUBA3C,10
IFT122,10
TSHZ1,10
CLSTN3,10
PCDH1,10
CLASP1,10
SEMA4D,10
KAT2B,10
THBS4,10
PC,10
L3MBTL3,10
SLC16A1,10
ALDH1A1,10
OR4C15,10
RASAL2,10
RFX4,10
FYCO1,10
FRMPD1,10
SMG8,10
EHBP1,10
NRIP1,10
GPSM2,10
AP1G2,10
EIF2AK4,10
OAS2,10
ARHGAP21,10
TAOK2,10
LILRB1,10
TBC1D2,10
MCC,10
NCOA2,10
ROBO4,10
ATXN1,10
ATG2B,10
TIAM1,10
NLRP9,10
GRHL2,10
FLT4,10
SHISA9,10
NXF5,10
CR2,10
CCDC136,10
FAM182B,10
CYP4F11,10
PPP1R1A,10
IQGAP2,10
LARGE,10
ACTN4,10
MBTPS2,10
CADPS2,10
ZNF595,10
PITPNM1,10
CDK5RAP1,10
TBC1D23,10
MARK2,10
REV1,10
DUSP10,10
DROSHA,10
SUPT16H,10
APBA2,10
NCF2,10
SEZ6L2,9
CDC42BPG,9
HK2,9
MKL2,9
CDK14,9
GRM8,9
XRRA1,9
HIST1H2BC,9
EPHA7,9
GTF2IRD2B,9
GPATCH8,9
RAD50,9
CORO7,9
PILRB,9
FGG,9
TBC1D8,9
DENND3,9
KIAA1549,9
MCTP2,9
ABCC2,9
SLCO1B7,9
DAB2IP,9
EXOC3,9
LINGO1,9
FKBP8,9
TRIM49C,9
BRAP,9
ZSCAN2,9
NLRP5,9
FBXL18,9
ESYT1,9
NEFM,9
ZNF675,9
FMO2,9
ITGAM,9
FANCA,9
ZNF160,9
TRAPPC10,9
PRMT5,9
EFEMP1,9
PLA2G4A,9
CNTN2,9
TINAG,9
SMG7,9
GABRA6,9
DCST1,9
VSIG1,9
ZNF93,9
FANCM,9
CNNM2,9
DLEC1,9
RBL1,9
EML2,9
CIC,9
CHN1,9
ADAM12,9
DNAJC14,9
NOMO1,9
DLG2,9
ELK1,9
ZNF814,9
C10orf120,9
NRBP1,9
C5,9
FOXP1,9
LAMP2,9
CNTNAP4,9
TRIM28,9
IMPG2,9
MAPRE3,9
FAM123C,9
CCNL2,9
GBF1,9
PLVAP,9
WAS,9
KCNT1,9
TTC29,9
RANBP6,9
LIMK1,9
SNX25,9
SYNE3,9
SPTLC3,9
SLCO5A1,9
BTK,9
NRAP,9
KLHL14,9
ZC3H11A,9
AMBN,9
IL6ST,9
PCDHGC5,9
ADRA1A,9
ZNF479,9
SLC35F3,9
KIF1C,9
SFI1,9
ABCC11,9
SLC38A10,9
ZMYND8,9
MAP3K15,9
PDZRN3,9
ITLN2,9
CCDC74A,9
PLCL1,9
SOS2,9
RAB39B,9
SH3PXD2B,9
INSIG2,9
POGZ,9
LY75,9
XPC,9
ABCB7,9
ACLY,9
NLGN1,9
CYP7B1,9
MYBPC1,9
AKNAD1,9
TTLL3,9
SSFA2,9
TPTE2,9
USP31,9
POP1,9
STAT2,9
SPTBN5,9
AMPD3,9
UNC5B,9
CATSPERB,9
EPB41L5,9
ZNF799,9
LRCH2,9
ZNF300P1,9
PCDHB14,9
SLC13A1,9
DLG5,9
CTC1,9
F13A1,9
PTPN12,9
LEKR1,9
PDILT,9
ITIH1,9
PTK2,9
OR2J1,9
NAMPT,9
GBP4,9
RNF113A,9
KCNJ15,9
ZEB2,9
MX1,9
FAM5B,9
CD1E,9
PIK3CB,9
L3MBTL2,9
ABCC3,9
BRD8,9
PDE1B,9
MLLT10,9
DISC1,9
C11orf30,9
KIF21A,9
IGF1R,9
SNAP91,9
GABRA4,9
TLL2,9
NRP1,9
RAG1,9
SOX5,9
PYHIN1,9
PKP1,9
NR1D1,9
ABCA7,9
C14orf39,9
TTC7B,9
MAGEE2,9
BCAN,9
TRPC4,9
PSD3,9
ZNF733P,9
SORCS3,9
PIWIL2,9
OR5T1,9
GPR144,9
CLCN6,9
PRR14L,9
CFHR5,9
ZC3H7B,9
TMEM132C,9
NLRP12,9
NOC3L,9
ETV6,9
SLC23A2,9
PPOX,9
DCAF4L2,9
OGDH,9
FTSJ3,9
ANLN,9
SLC39A12,9
HLA-A,9
PDGFRA,9
RBM12B,9
POLR1B,9
PCDHGA5,9
PCDHGA12,9
CYP2S1,9
MYRIP,9
OXR1,9
ENPP3,9
PRRX1,9
SERPINE1,9
CPT1B,9
CCDC80,9
CLCA1,9
TMTC4,9
FGD6,9
FAM71A,9
MKRN3,9
WBSCR17,9
MAPK6,9
PDE4D,9
PRPF6,9
NLRP1,9
NEXN,9
INTS8,9
PPP1R12A,9
DKC1,9
ZBBX,9
AFF4,9
PTPRJ,9
LRRC32,9
KTN1,9
APP,9
MBD5,9
KIAA1804,9
LRRC37A6P,9
KIAA1614,9
NEFH,9
CDKL5,9
HERC6,9
DNM2,9
TRPM1,9
SPAG9,9
SIGLEC6,9
ZNF790,9
CSTF3,9
AARS,9
RHBDF2,9
SLC4A7,9
TRHDE,9
C12orf40,9
ERC1,9
RRP12,9
C10orf2,9
CDC42EP1,9
GSDMC,9
COL6A2,9
CPQ,9
SLC13A2,9
SH2D2A,9
C3orf77,9
RBM19,9
CEP85,9
MYLK2,9
SPPL3,9
AXIN1,9
KIAA1324L,9
SWT1,9
PHKA1,9
PCDHA5,9
TRPA1,9
ZSCAN5C,9
PDZD4,9
ASB10,9
FAM22G,9
BCHE,9
IGF2BP2,9
SEMA5B,9
CARS,9
RPGRIP1L,9
QSOX1,9
PTCHD3,9
DIAPH1,9
VIL1,9
ZNF638,9
ZDHHC11B,9
WAC,9
WDTC1,9
TCEB3,9
SLC8A3,9
ENPEP,9
BNC2,9
TSHR,9
SF3B3,9
SLC6A9,9
GRAMD1B,9
SMCR8,9
CPT1C,9
KLF15,9
SLC9C2,9
MYO1A,9
KDM3A,9
SLCO2A1,9
ELN,9
PHC3,9
CDH10,9
SUV420H1,9
CD93,9
TRDN,9
PTCH2,9
TNPO3,9
FLAD1,9
LINC00200,9
MAPK4,9
XKR4,9
PBRM1,9
BTBD3,9
FAM190B,9
EPB41L2,9
ASCC3,9
CHGB,9
C14orf102,9
SUSD4,9
RUFY2,9
L3MBTL4,9
RNF40,9
DAAM2,9
TEKT5,9
ARHGEF4,9
RFX3,9
LPHN3,9
ZNRD1-AS1,9
KCNH5,9
DHTKD1,9
OR8H2,9
SKIDA1,9
SLC38A9,9
ZNF37BP,9
WIZ,9
SNHG14,9
MST1R,9
CGNL1,9
ZNF560,9
PCDH7,9
SPICE1,9
ZNF780A,9
FAM205A,9
GRIN2C,9
CCDC18,9
PLA2G4D,9
RNF182,9
IQGAP1,9
PPP2R3A,9
RNLS,9
ZNF429,9
EXOC2,9
PIGG,9
SPAG5,9
GABRG1,9
MGAT5B,9
ZNF518A,9
NEK10,9
PABPC3,9
INTS4,9
FAM111A,9
INO80,9
KIAA0753,9
FMN1,9
CCDC27,9
AKNA,9
HJURP,9
ADAM19,9
SIGLEC9,9
LEPRE1,9
CTNNBL1,9
IGSF3,9
SCYL2,9
PRTG,9
ZNF786,9
PDZRN4,9
NUAK1,9
MEF2C,9
PSIP1,9
TTF2,9
TTLL7,9
PTBP1,9
ZNF718,9
ZFP36L1,9
ARMCX1,9
RPH3A,9
EVC2,9
STON1-GTF2A1L,9
LRRC15,9
EWSR1,9
ZFP91,9
PPFIBP1,9
EVI5,9
CYP2C19,9
CPA1,9
HKR1,9
SEMA3C,9
FXR2,9
GPAM,9
POU6F2,9
DIAPH3,9
CUX1,9
KCNH8,9
ZBTB38,9
EPN1,9
JPH4,9
CC2D1A,9
GRIK3,9
PRKD3,9
LRRC37A4P,9
CYB5R1,9
GPR110,9
MICAL2,9
IMPG1,9
MORN1,9
VCAM1,9
ARHGEF40,9
PCDHA3,9
TFAP2A,9
HACE1,9
AHI1,9
FRMD6,9
WNT7A,9
SH3BP4,9
OSBPL10,9
LIPN,9
PIWIL3,9
HPS3,9
RECQL5,9
GPC2,9
FBXW10,9
FOXJ3,9
RIMS1,9
HDAC4,9
ALAS2,9
LRRIQ4,9
UTP14A,9
OR4S2,9
ARMC9,9
LEPR,9
TAF1B,9
SLITRK4,9
SEC24C,9
RASGRP2,9
CXorf57,9
IGDCC3,9
ALOX12,9
TTYH2,9
HDAC1,9
KIAA0586,9
OR11L1,9
RTN4,9
SPG20,9
HLA-C,9
RBM27,9
KIAA1328,9
BCAT2,9
GOLGA1,9
FRMD3,9
PPFIA3,9
ARHGAP32,9
ALDH1A3,9
POLG,9
HS3ST4,9
A2M,9
RGS3,9
EIF5B,9
SARDH,9
ITK,9
RPS6KA1,9
CYP24A1,9
PIAS2,9
EIF3A,9
PPM1E,9
USP13,9
CNGA4,9
PRAMEF2,9
ZNF534,9
PDGFRB,9
HPSE2,9
ZNF780B,9
INTS3,9
MAN2A2,9
DNAI1,9
POTEJ,9
UBXN11,9
TDRD5,9
XDH,9
CPNE8,9
PYGB,9
PDIA5,9
ABCB8,9
MAGEB4,9
PDZD7,9
ZNF167,9
SUZ12,9
EFTUD2,9
BAP1,9
CAPN1,9
EPC1,9
DENND2D,9
ZNF521,9
GPNMB,9
VPS16,9
MARCH10,9
NOP2,9
HMGCS1,9
KL,9
TSPAN14,9
ZNF460,9
ARHGAP36,9
KRT9,9
FAM188B,9
CACNA1I,9
MAPK8IP3,9
CCDC60,9
EXT1,9
KIF15,9
WBP11P1,9
FLRT2,9
ATP2C2,9
RAB11FIP5,9
PDPR,9
NLRP11,9
MYOCD,9
USP5,9
OR5I1,9
NR5A2,9
ETV5,9
MAST2,9
LRP6,9
BRSK2,9
HLA-DRB5,9
OFD1,9
PLB1,9
SLC23A3,9
RBM6,9
TNS4,9
MYT1,9
PRKRIR,8
CCND3,8
WHSC1,8
BRPF1,8
PNMAL1,8
SMTNL1,8
OSBPL8,8
ANKLE2,8
KIR2DL2,8
LRRC4B,8
CNKSR1,8
TRAFD1,8
SYT11,8
ZNF251,8
OR4K2,8
SLC22A16,8
DNM3,8
LILRA6,8
MCAM,8
GLB1L3,8
ITGB4,8
VPS52,8
ZC3H6,8
OR5M11,8
ELF4,8
GTF2IRD2,8
NCSTN,8
ZNF335,8
CTNNA3,8
VEZT,8
KLHL4,8
DUSP16,8
TTC17,8
OR6K6,8
CBL,8
ZNF131,8
VCX3B,8
TBC1D1,8
SRSF11,8
ZNF394,8
CUL4B,8
PPP2R5B,8
ZNF461,8
TUBGCP4,8
ETS1,8
MAP3K12,8
ATXN7L1,8
MAN2C1,8
NBPF9,8
LRRC1,8
CLTC,8
LRGUK,8
MTO1,8
EYA4,8
CBLC,8
CASKIN1,8
LIMCH1,8
PCDHGA6,8
KPRP,8
VAV3,8
NLRP8,8
COX10,8
PDE6C,8
PSG8,8
POLR3A,8
FEZ1,8
C17orf53,8
FLI1,8
AHDC1,8
POU3F4,8
LY9,8
LRRN3,8
ICK,8
GOLGA8DP,8
KIF26A,8
EDA2R,8
CHRNB4,8
MEIS1,8
BEST1,8
MYCBPAP,8
MAGEC2,8
ZPLD1,8
LINC00283,8
TSC22D3,8
METTL2B,8
PIK3R3,8
ZNF324,8
CELA3B,8
C5orf25,8
MLH1,8
CUL5,8
CHTF18,8
DPYSL5,8
OR11H1,8
CYP2D7P1,8
PTPRO,8
PI4KB,8
VPS41,8
EMR3,8
MBTD1,8
OCSTAMP,8
FUK,8
NPAS2,8
ASIC3,8
LRRC37A11P,8
KCND1,8
GPATCH2,8
CTNND1,8
HNRNPA2B1,8
LDLR,8
ADAM23,8
TRMT2A,8
USP12,8
DNTT,8
KERA,8
PAM,8
OVCH1,8
CCRL2,8
ZBTB41,8
ZHX1,8
INTS5,8
FMR1,8
PTPN4,8
SLC38A4,8
IL4R,8
RPLP0,8
TSR1,8
TPP2,8
MON2,8
MPHOSPH8,8
ABL1,8
LGR6,8
SSTR4,8
PCDHGB3,8
BOC,8
SYTL2,8
PAN2,8
WDR46,8
ZEB1,8
TIMP3,8
TPM2,8
PEX6,8
TRIM55,8
UBE3C,8
SLIT3,8
KIAA0664,8
POTEH,8
RHOA,8
CCDC14,8
SLC15A5,8
LPP,8
RAD54L2,8
CSF2RA,8
RTEL1,8
FAM98C,8
NCAN,8
RPS6KA6,8
LARS,8
SAFB2,8
PREPL,8
ILKAP,8
ZNF507,8
MATN2,8
RBM20,8
SERPINC1,8
CARD9,8
KRI1,8
PIK3C3,8
KIF7,8
UCK2,8
COASY,8
ZNF846,8
EPHA3,8
BORA,8
PTPRA,8
SLC26A4,8
OR6X1,8
RNF19A,8
USO1,8
ZNF267,8
DSG3,8
DLGAP2,8
ABCG1,8
SPARCL1,8
ZNF135,8
ZNF143,8
SOS1,8
SLC4A1,8
HORMAD1,8
SLC25A14,8
ZNF90,8
ARHGAP25,8
MEGF11,8
RBM26,8
GOLGA8J,8
RASSF5,8
USP1,8
PPIP5K2,8
PLIN4,8
CES5A,8
PCDH17,8
ZNF808,8
KIT,8
TCEB3B,8
MCM7,8
FBF1,8
RGS12,8
ANKFY1,8
WWC1,8
ANKRD50,8
TNKS,8
OMA1,8
UGT2B15,8
RBFOX1,8
OR6P1,8
TMTC2,8
MAP4,8
PRKCG,8
CCDC173,8
CCT6B,8
SLFN12L,8
KCNJ2,8
ARHGAP42,8
LRSAM1,8
RUSC1,8
SARM1,8
ARMCX2,8
ANGPT1,8
KIAA1468,8
TCTN1,8
MIB1,8
ZNF611,8
CRB1,8
SYT6,8
KIAA1257,8
CSE1L,8
HSP90AB1,8
TMIGD2,8
SLFN13,8
SRL,8
TRIM24,8
ZSCAN12,8
ATP13A5,8
KIAA0196,8
WDR49,8
RAI2,8
CTNNA1,8
MCOLN1,8
ARMC4,8
ZFP36L2,8
CDC25C,8
CYP11B1,8
SLC6A5,8
INPP4B,8
ZC3H12C,8
PELP1,8
AKR1C1,8
ZNF565,8
ZNF676,8
SMYD4,8
KRIT1,8
PRDM9,8
CDYL,8
MYOM1,8
ACSL5,8
BTN3A1,8
OR5D16,8
NR4A3,8
PROX2,8
TGFBI,8
UGT2A1,8
NSUN4,8
GABRQ,8
PPP2R3C,8
PIP5K1A,8
EDC4,8
INPP5F,8
SEMA3A,8
GTF2IRD2P1,8
SMYD2,8
PTPRH,8
GABRA3,8
THBS3,8
EFR3B,8
FAM129C,8
RLTPR,8
PSME4,8
COG3,8
DTX3L,8
ZNF75D,8
CLASP2,8
CDC73,8
HS3ST5,8
CD22,8
LRRC8A,8
INTS2,8
CAMK2A,8
CLK2,8
NCAPD3,8
ENPP4,8
PLXNC1,8
ZFP112,8
CUL3,8
PHLDA1,8
KIAA0020,8
KIAA0556,8
ATP6V0A1,8
CIITA,8
ARMC3,8
USP45,8
DMGDH,8
TCF7L2,8
DHX8,8
TTLL6,8
ABL2,8
PSG6,8
CENPI,8
ABCC10,8
VPS4B,8
GPR111,8
PABPC4L,8
OPA1,8
DDX55,8
SPAG16,8
FLVCR1,8
SPTLC2,8
VNN2,8
C10orf71,8
ABCB5,8
DCAF11,8
ACTG1,8
GAS6,8
TTBK2,8
PTPRN2,8
HSPA12A,8
ELP2,8
SIRPB1,8
ZNF613,8
ADAMTSL4,8
ADCY3,8
EXOSC9,8
ARHGAP12,8
FAM98A,8
AOC2,8
ZNF492,8
ANKFN1,8
ANAPC5,8
KCNJ6,8
CSDE1,8
GBP7,8
ETS2,8
MTTP,8
SMC1B,8
NTRK1,8
OTOP2,8
PSMC4,8
GALNTL5,8
FAAH,8
ZAK,8
SEMA4G,8
ATP6V0A4,8
GPATCH1,8
TESK2,8
TMCC3,8
KLHL8,8
ELFN1,8
DYRK3,8
AP4E1,8
NFKBIZ,8
CNGA3,8
TUBGCP2,8
GPR39,8
ING1,8
BPIFB3,8
TNKS2,8
TOP3A,8
KIAA0146,8
ALOXE3,8
GALNT5,8
CDCP1,8
CCDC62,8
CBX8,8
TRABD2A,8
NR3C2,8
TPO,8
ADAMDEC1,8
HIF1A,8
CAND1,8
PMS1,8
ITGAL,8
SSX2IP,8
LAMB3,8
FTSJD1,8
TBX5,8
AGBL3,8
BAIAP3,8
DBH,8
MLC1,8
ZP1,8
ZNF644,8
NEBL,8
NEO1,8
C14orf37,8
FAP,8
NAA25,8
ATRN,8
CNGB3,8
DEAF1,8
C2orf78,8
PRG4,8
ZBTB5,8
SLITRK1,8
ZBTB4,8
OR5L1,8
TCOF1,8
NCKAP1L,8
DCAF12L1,8
ZKSCAN1,8
FSTL4,8
GPR32,8
FAM155A,8
COL13A1,8
SMC6,8
FGD4,8
ABCB6,8
LBR,8
CDK11A,8
KCNK2,8
TLR5,8
THEMIS,8
USP39,8
CAMSAP3,8
IFI44,8
KCNK18,8
TRIM49B,8
FAM193A,8
SCYL3,8
SIGLEC5,8
MPO,8
RC3H2,8
MEN1,8
CPT1A,8
CKMT2,8
ARHGAP26,8
SETD5,8
PGK1,8
CLCN4,8
EMILIN2,8
POLA2,8
OVGP1,8
HIRA,8
MST1,8
SLCO1B3,8
RPAP1,8
RNF20,8
IGDCC4,8
KRT86,8
HDAC5,8
ZSCAN20,8
AQP12A,8
RBM10,8
HNRNPU,8
RANBP3,8
LGR4,8
NDUFS2,8
SENP7,8
NCL,8
IDI1,8
ATP4A,8
UBA6,8
SEC14L5,8
ZNF254,8
RNF219,8
NEK1,8
NR1H2,8
SP3,8
REC8,8
HECTD2,8
PEX5L,8
KRTAP5-1,8
IBTK,8
PCID2,8
INTS4L2,8
KBTBD6,8
OR13C8,8
KCTD19,8
ZNF700,8
KRT82,8
SRPK2,8
KIAA1551,8
MAGEL2,8
NUP210,8
ZNF800,8
C6orf170,8
CCR2,8
GPR142,8
UBE2Q1,8
NMT1,8
PFAS,8
GPC6,8
PTGS2,8
PHF14,8
KMO,8
FNDC3A,8
MYO1E,8
TAS1R2,8
MLPH,8
GIGYF2,8
PGAP2,8
MCOLN2,8
HAUS6,8
IRAK1,8
IDE,8
POU4F2,8
CDH19,8
RAD21L1,8
PPP3CA,8
HEATR5B,8
KLHL7,8
ELAC2,8
GABBR2,8
XPO7,8
SETD1A,8
SCRIB,8
ZNF518B,8
SYCP2L,8
SLC37A2,8
SEC31B,8
PCK2,8
HOOK2,8
GBE1,8
STAG3,8
ACCSL,8
DZIP1L,8
STK10,8
MYO1F,8
GNPAT,8
NUPL1,8
PTENP1,8
KCNK9,8
ACSBG2,8
TMEM74,8
IGKV3D-20,8
C20orf112,8
ANKS6,8
ENPP1,8
E2F8,8
SREBF2,8
GNL3L,8
MTR,8
GPR133,8
HTR2C,8
LARP7,8
ZNF805,8
SLX4,8
NDST1,8
ADCY1,8
RPRD2,8
WDR11,8
FGA,8
RPRD1B,8
GRIP1,8
ZSCAN5A,8
PAK7,8
SLC36A1,8
EFHA2,8
DYNC1I1,8
P2RY10,8
NCOA5,8
EIF2C3,8
PRKD2,8
NLRX1,8
ARMC5,8
OR2G6,8
PARP15,8
ZNF717,8
UPF3B,8
MICALL1,8
PPP1R12B,8
PCDHB13,8
DACH2,8
COL4A3,8
C1orf168,8
DHDDS,8
ZCCHC2,8
NCAM1,8
CRISPLD1,8
CCDC74B,8
ZNF626,8
FCRL2,8
MUC7,8
PRDM15,8
OR8K1,8
MERTK,8
RIN2,8
ZNF180,8
NOS1AP,8
SDCCAG8,8
PARP6,8
CCDC132,8
SKIV2L,8
ZNF681,8
ANKRD18B,8
OSMR,8
P2RY1,8
SLC24A4,8
SLC6A13,8
ACTA1,8
XPNPEP3,8
EGFR,8
C20orf132,8
RFX6,8
PRDM10,8
KIAA1383,8
DLGAP1,8
COL28A1,8
WNK2,8
EPHB6,8
IRF3,8
ZAP70,8
ZFP28,8
ZNF431,8
SLC5A12,8
KBTBD4,8
PARPBP,8
ARHGAP28,8
SMC5,8
HMGXB4,8
OGDHL,8
OR52K2,8
PRRG3,8
CTNNAL1,8
TRAF3IP3,8
ACSF2,8
UCP2,8
GPR128,8
ATP1A2,8
MPHOSPH9,8
SOGA2,8
EPHA1,8
ZNF625,8
NSUN5,8
GUSBP11,8
C17orf104,8
MARK1,8
PDE5A,8
UNC13B,8
ZNF397,8
MBD6,8
ZNF761,8
EPAS1,8
FAM65B,7
ZKSCAN5,7
PRPF40B,7
ZNF79,7
STAT3,7
FBXO34,7
GPSM1,7
C1orf129,7
RFX1,7
ZNF16,7
ZNF300,7
ATP11B,7
GPR108,7
BRE,7
APLF,7
RNF14,7
RGPD2,7
SMC2,7
HGSNAT,7
KNDC1,7
KRT25,7
MORC3,7
MR1,7
XYLT2,7
MTA2,7
MYO1D,7
SLC7A9,7
TRPC3,7
TOX4,7
SLC6A3,7
NCAPD2,7
NCOA1,7
MTSS1,7
NFKB2,7
VPS39,7
NDRG1,7
NLGN2,7
DAP3,7
SH3TC1,7
OGT,7
B4GALNT2,7
PCM1,7
PASD1,7
SEC63,7
KIF4B,7
FAM194B,7
DNTTIP2,7
CD86,7
ZIM3,7
GTF3C2,7
SPPL2C,7
POPDC2,7
IL16,7
PLAT,7
HERC2P3,7
SNTB1,7
SPRY3,7
TLR3,7
HSPA4,7
HTR2A,7
ENTHD1,7
ITFG3,7
SEMA4A,7
TBL1X,7
ITIH4,7
PCSK7,7
SMC3,7
KCNF1,7
EIF2B5,7
EFCAB12,7
FAM82A1,7
IRAK3,7
DCST2,7
MAGIX,7
TLE3,7
TXNRD1,7
UBTF,7
EPB41,7
GLT8D1,7
KRT16P3,7
VPS45,7
FASTKD2,7
WDR60,7
ANKRD35,7
TECPR2,7
TUBB8,7
KIF2A,7
ZNF829,7
VEZF1,7
VPS53,7
DNAJB12,7
ABCE1,7
ULK2,7
NNT,7
TGM7,7
MCPH1,7
SYNPO,7
ZSWIM4,7
PLIN1,7
CEP89,7
PTK7,7
FAM116A,7
KRT2,7
ZNF548,7
WWP1,7
LTF,7
ARHGEF26,7
SMARCA5,7
SMAD2,7
PCDHA6,7
ANKRD32,7
ZRANB1,7
MRPS31P3,7
SNED1,7
MFSD11,7
PTK2B,7
PLS3,7
MYO3B,7
TTC38,7
SMARCAL1,7
DFNA5,7
MFSD4,7
GPR84,7
CD4,7
COL25A1,7
SEPT9,7
CPNE4,7
GSPT2,7
FMO3,7
DPCR1,7
HS6ST2,7
ZCCHC8,7
TYRO3,7
EEF2,7
VAV1,7
CNGA2,7
CDH17,7
EPS8,7
WDR47,7
SPAM1,7
TICRR,7
CD19,7
MSH5,7
CDC6,7
C3orf30,7
PTCHD2,7
FSTL5,7
CARM1,7
ACAD11,7
PARP9,7
CXCR3,7
PDE3B,7
RMND1,7
HPX,7
SIRPG,7
RAB13,7
SLC5A6,7
POMGNT1,7
SRRM1,7
PHLDB3,7
BMPR1B,7
HPS5,7
C12orf55,7
C1R,7
PORCN,7
KRT19,7
ZNF445,7
P4HTM,7
CRNN,7
ATXN7,7
FAM214A,7
CEP57,7
SCAF1,7
RSPH6A,7
SLC7A3,7
KANSL1,7
FANCC,7
ZNF48,7
OR2L2,7
CCDC13,7
DSEL,7
TMC3,7
EML4,7
TMPRSS7,7
PALLD,7
CPEB2,7
RFPL1-AS1,7
ZNF609,7
PLXND1,7
TPSAB1,7
PLCB2,7
SLC12A3,7
ATF7IP,7
APBB1IP,7
FAM184B,7
FAF1,7
RBMXL1,7
SMAD4,7
EXO1,7
ERCC6L2,7
ENSG00000248710,7
SLC30A10,7
SLC26A3,7
COMP,7
NELL2,7
OPRM1,7
SGPL1,7
